Codigo;Descricao;Tipo;Unidade;Familia;Desc.Familia;Pos.IPI/NCM;Descr.Espec.;Materia Pri.;IPI de Pauta;Observacao;Serie
000000000000736;RECEPT D9234 SCIE ATLANTA;PA;PC;0001;SEM CLASSIFICACAO;9899.99.99;;;;RETORNOU SBT RIO 02/06/11;722781013017
000000000000737;MICROCOMPUTADOR INTEL;AI;PC;0001;SEM CLASSIFICACAO;9030.90.90;;;;;
000000000000738;CAMERA BRC-Z700 SONY;PA;PC;0001;SEM CLASSIFICACAO;9007.10.00;;;;ALM CONT2 01/04/2019(V.PEDRO);111250
000000000000739;CAMERA BRC-Z700 SONY;PA;PC;0001;SEM CLASSIFICACAO;8525.40.10;;;;ALM CONT2 01/04/2019(V.PEDRO);111249
000000000000740;CAMERA BRC-Z700 SONY;PA;PC;0001;SEM CLASSIFICACAO;8525.40.10;;;;SAIU EMPRESTIMO ARI WANDER 23/01/14;111251
000000000000741;CABO AUDIO 22AWG BELDEN;PA;PC;0001;SEM CLASSIFICACAO;8544.49.00;;;;SAIU C. AMERICA FONSECA 02/06/11;5 PACAS DE 300M CADA
000000000000742;HPA ALGA MICRO 10353-2  APOLLO;PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;SAIU MANUTENCAO BETA 30/06/17;063732
000000000000743;HPA ALGA MICRO 10353-2  APOLLO;PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;SAIU FOX RIO 29/09/14;063731
000000000000744;ENCODER MEDIAVIEW DIVICOM;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;SAINDO EMPRESTIMO BETEL 13/08/12 CASSIO;40815
000000000000745;ENCODER MEDIAVIEW DIVICOM;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;SAIU BETEL MANUTENCAO 07/03/12;40804
000000000000746;ALIMENTADOR SOB37 BRASILSAT;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;SAIU TV ARATU  CASSIO 03/01/12 $$$;1670804
000000000000747;LNB ZIMWELL;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;MANAUS P/PARINTINS GUILHERME 06/06/11;62528649
000000000000748;GUIA RIIGIDO DE 15 METROS;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;SAIU SBT BELEM LUIZ CLAUDIO 06/05/13;SEM SN
000000000000749;RECEPTOR TS900S2 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;MANAUS P/PARINTINS GUILHERME 06/06/11;LHEF00036
000000000000750;RECEPTOR TS900S2 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;MANAUS P/PARINTINS GUILHERME 06/06/11;LHEF00031
000000000000751;ANTENA  2.60M EMBRASAT;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU EVENTO CROSSMEDIA MANOEL 22/09/16;SEM SN
000000000000752;SPECTRUM ANALYZER 8594E HP;PA;PC;0001;SEM CLASSIFICACAO;9030.90.90;;;;SAIU LAB 2019/22/11/19(CASSIO)(V.LCV);3801A05430
000000000000753;CABOS DIVERSOS;PA;PC;0001;SEM CLASSIFICACAO;8544.59.00;;;;SAIU TV ARATU SALVADOR CASSIO 03/01/12;SEM SN
000000000000754;MALA DE FERRAMENTAS;PA;PC;0001;SEM CLASSIFICACAO;8207.50.90;;;;SAIU LAB CASSIO 19/04/16;SEM SN
000000000000755;TR.CA TUBULAR (GUIA DE ONDA);PA;PC;0001;SEM CLASSIFICACAO;8419.50.21;;;;SAIU CHILE LUCIANO 23/01/12;3 PECAS
000000000000756;CONECTOR P/GUIA ELIPTCO ANDREW;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;;
000000000000757;CHAVE SWITCH COAX MICROWAVE;PA;PC;0001;SEM CLASSIFICACAO;8517.61.43;;;;SAIU C.31 KILKA 04/05/2018(ARGENTINA);8516
000000000000758;SWITCHER 24P DGS121024 DLINK;PA;PC;0001;SEM CLASSIFICACAO;8517.62.39;;;;SAIU C.AMERICA FONSECA  07/06/11;
000000000000759;CABO AUDIO 22AWG BELDEN;PA;PC;0001;SEM CLASSIFICACAO;8544.49.00;;;;SAIU C.AMERICA 30/05/11FONSECA;3 PECAS 305M CADA
000000000000760;VT XDCAM PDW-F75 SONY;PA;PC;0001;SEM CLASSIFICACAO;8521.10.10;;;;SAIU EV. SANTOS L.BIG 18/11/15;10414
000000000000761;VT XDCAM PDW-F75 SONY;PA;PC;0001;SEM CLASSIFICACAO;8521.10.10;;;;MCR 01/04/16 2016 DEU ENTRADA;11562
000000000000762;VT XDCAM PDW-F75 SONY;PA;PC;0001;SEM CLASSIFICACAO;8521.10.10;;;;SAIU C.31 ANDERSON KILKA 25/04/16;10320
000000000000763;VT XDCAM PDW-F75 SONY;PA;PC;0001;SEM CLASSIFICACAO;8521.10.10;;;;SAIU GOIANIA P.NOLETO 18/10/16;10472
000000000000764;MULTIVIWER X16  KALEIDO;PA;PC;0001;SEM CLASSIFICACAO;8521.10.10;;;;SAIU MCR WASHINGTON 06/02/14;086998-R24484004
000000000000765;MULTIVIWER X16  KALEIDO;PA;PC;0001;SEM CLASSIFICACAO;8521.10.10;;;;ESTA NA C.TEC 30/03/12 CLEBER JAPA;24484002
000000000000766;MULTIVIWER X16  KALEIDO;PA;PC;0001;SEM CLASSIFICACAO;8521.10.10;;;;SAIU MCR;24484003
000000000000767;MULTIVIWER X16  KALEIDO;PA;PC;0001;SEM CLASSIFICACAO;8521.10.10;;;;FOI PARA C.TEC EM 19/03/11;24484001
000000000000768;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;MANUTENCAO 2019/24/07 (NEXVIA);TA33A01KE1550
Codigo;Descricao;Tipo;Unidade;Familia;Desc.Familia;Pos.IPI/NCM;Descr.Espec.;Materia Pri.;IPI de Pauta;Observacao;Serie
000000000000769;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU C.15 CASSIO 19/07/12;TA33A01KE1606
000000000000770;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU WHC TENTAR SALVAR CASSIO;TA33A01KE1129
000000000000771;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;MANUTENCAO 2019/24/07 (NEXVIA);TA33A01KE1126
000000000000772;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU C.20 CASSIO / WARLEY 14/03/13$$$;TA33A01KE1604
000000000000773;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU C.23 CASSIO 17/04/13;TA33A01KE1127
000000000000774;SERVICO TESTE;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;;
000000000000775;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;DEFEITO VIROU SUCATA CASSIO 18/04/13;TA33A01KE1605
000000000000776;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;MANUTENCAO 2019/25/07 (NEXVIA);TA33A01KE1607
000000000000777;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU C.12 CASSIO 26/03/12 $$$;TA33A01KE1609
000000000000778;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU C.12 CASSIO 26/03/12;TA33A01KE1610
000000000000779;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU MANUTENCAO BETA 14/01/2016;TA33A01KE1608
000000000000780;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU VERIFICAR;TA33A01KE1615
000000000000781;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU SALVADOR M.GOMES 03/07/17;TA33A01KE1592
000000000000782;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU CASSIO TESTE 10/08/11;TA33A01KE1591
000000000000783;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU APARECIDA GO GONCALVES 01/12/14;TA33A01KE1590
000000000000784;BUC TA33APFE-01 NEXGENWAVE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU ESPN RIO CASSIO 25/06/14;TA33A01KE1130
000000000000785;FRAME X75HD LEITCH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;ALM R2 05/07/2018;LHTI0245835036
000000000000786;ENCODER NDS3211H DESING;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;SAIU IGREJA WANDER 17/12/15;HB10335041
000000000000787;ENCODER EN5990 TANDBERG;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;SAIU BOX TV LUCIANO POA 26/10/12;13834
000000000000788;MONITOR AUD VMQ-4 WOHLER;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU STUDIO CLEBER FERREIRA 15/01/15;92061
000000000000789;MONITOR TLS560HD-3 RUIGE;PA;PC;0001;SEM CLASSIFICACAO;8528.49.29;;;;ALM B2 24/01/2018(V.RIOT);LYRG090630 0307
000000000000790;FONTE CA702 NEWTEC;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU PARINTINS 09/06/11 VARIG LOG;SEM S/ N
000000000000791;CAIXA COM 4 LNB;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;RETORNOU E FOI DISTRIBUIDO UNIDADES;SEM S
000000000000792;CASE DE ACESSORIOS DIVERSOS;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;SAIU FONSECA RIO 16/11/11;SEM SN
000000000000793;WAVEGUIDE SWITCH 3AF-5;PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;LAB CASSIO 30/03/16 VEIO MANUTENCAO;3284
000000000000794;CABOS DIVERSOS AUD VID RF;PA;MT;0001;SEM CLASSIFICACAO;8544.59.00;;;;SAIU 12/09/11 SANTAREM;SEM S/N
000000000000795;FONE HD-25-1II SENNHEISER;PA;PC;0001;SEM CLASSIFICACAO;8518.30.00;;;;SAIU MCR E SALA DE CAPTURA 13/02/12;N/C
000000000000796;FONE HD-25-1II SENNHEISER;PA;PC;0001;SEM CLASSIFICACAO;8518.30.00;;;;SAIU MCR E SALA DE CAPTURA 13/02/12;N/C
000000000000797;ANTENA  COL-AO 24 T-GEX;PA;PC;0001;SEM CLASSIFICACAO;8529.10.11;;;;SAIU BOA VISTA 202006/02/20(CASSIO);029/10
000000000000798;CASE COM CABOS DIVERSOS;PA;MT;0001;SEM CLASSIFICACAO;8544.59.00;;;;SAINDO RIO BRANCO 26/03/15;
000000000000799;MONITOR M228WA-BM LG;PA;PC;0001;SEM CLASSIFICACAO;8528.51.20;;;;SAIU PROJETO FOX RIO 05/01/12;908SPGS33471
000000000000800;CAIXA  AMPLIFICADA RP6G2 KRK;PA;PC;0001;SEM CLASSIFICACAO;8518.21.00;;;;SAIU PROJETO FOX RIO 05/01/12;HAE7029682
000000000000801;REBATEDOR DIFUSOR 5X1;PA;PC;0001;SEM CLASSIFICACAO;9405.99.00;;;;SAIU C.AMERICA FONSECA 14/06/11;
000000000000802;KIT SUN GUN S-2010 SWIT C/BAT;PA;KT;0001;SEM CLASSIFICACAO;9405.40.90;;;;ALM N2 30/06/15 2015 OK;09-81427
000000000000803;MONITOR DT-V9L1DU JVC;PA;PC;0001;SEM CLASSIFICACAO;8528.51.20;;;;SAIU RACK TI CHARLES 13/01/12;083E0594
000000000000804;CADEIRA EXECUTIVA C/RODA;PA;PC;0001;SEM CLASSIFICACAO;9401.80.00;;;;SAIU C. AMERICA  14/06/11 FONSECA;
000000000000805;KIT MIC DE MAO SENNHEISER;PA;PC;0001;SEM CLASSIFICACAO;8518.10.00;;;;SAIU C.AMERICA 14/06/11FONSECA;
000000000000806;LNB 8515I C-BAND NORSAT;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;SAIU CINELIVE EXTERTE MG 25/10/17;N20204-07480
000000000000807;NOBREAK GES702J220200 DELTA;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU  CLARITY 10/08/11 VIROU SUCATA;E1408B00806WJ
000000000000808;WAVEFORM VFM601E TEKTRONIX;PA;PC;0001;SEM CLASSIFICACAO;9030.40.90;;;;SUBIU P/ALMIRANTE EM 29/07/14;BO12857
000000000000809;MESA DE AUDIO 01V YAMAHA;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU WTC FOI NEGOCIADA  26/11/13;OPO1614
000000000000810;RECEPTOR TS 7200-S2 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;UNIDADE 07 JUIZ DE FORA 30/11/12;FJEE00109
000000000000811;ENCODER D9150 SCIENTIFIC ATLAN;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;SAIU COPA EBU MARACANA 08/4/14;22891000423 VIROU MUX
000000000000812;FRAME NEO FR3901 LEITCH;PA;PC;0001;SEM CLASSIFICACAO;8543.89.33;;;;SAIU FOX S.LOPES 05/06/13 ALEX;LHTI0244679005
000000000000813;DECODER 2600 SCOPUS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU MCR TESTE 04/07/16;10295
000000000000814;DECODER 2600 SCOPUS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU TV SENADO NOLETO 14/05/2018;10318
000000000000815;DECODER 2600 SCOPUS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SUBIU P/ALMIRANTE EM 22/07/14;10441
000000000000816;DECODER 2900 SCOPUS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU SBT BELEM 13/04/15;372101
000000000000817;DECODER 2900 SCOPUS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU SBT BELEM 13/04/15;372443
000000000000818;DECODER 2900 SCOPUS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;COM DEFEITO LAB 15/04/15;372757
000000000000819;NOBREAK 9135 6KVA EATON;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU MANUTENCAO START UP 12/07/2018;CE061A8025
000000000000820;NOBREAK 9135 6KVA EATON;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SAIU MANUTENCAO BETEL 02/08/17;CE061A8028
000000000000821;CAPSULAS ME102 SENNHEISER;PA;PC;0001;SEM CLASSIFICACAO;8518.90.90;;;;ALM  21/06/11;
000000000000822;CONVERSOR CINE-IPM CHRISTIE;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU WTC 21/06/11 RICARDO;03450093
000000000000823;CONVERSOR CINE-IPM CHRISTIE;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU WTC 21/06/11 RICARDO;PROTOTYPE3
000000000000824;IMPRESSORA CB410A HP;PA;PC;0001;SEM CLASSIFICACAO;8471.60.21;;;;SAIU 22/06/11 PIERRE IMBRASAT;BRBS8CKONV
000000000000825;CABOS  AUDIO E VIDEO & PATCH;PA;PC;0001;SEM CLASSIFICACAO;8544.59.00;;;;SAIU CINE KINOPLEX TIJUCA 22/06/11;SEM SERIAL
000000000000826;CABOS AUDIO E VIDEO & PATCH;PA;PC;0001;SEM CLASSIFICACAO;8544.59.00;;;;SAIU CINEMA SAO LUIZ 22/06/11;SEM SERIAL
000000000000827;FRAME VP2232-BK  ADC;PA;PC;0001;SEM CLASSIFICACAO;8517.62.13;;;;SAIU CINEMA SAO LUIZ 22/06/11;227249977
000000000000828;FRAME VP2232-BK  ADC;PA;PC;0001;SEM CLASSIFICACAO;8517.62.13;;;;SAIU CINE KINOPLEX TIJUCA 22/06/11;227290266
000000000000829;CONV.DTU-205  FANTASI DECTEK;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;SAIU MCR 08/06/16 RETORNO DO ALEX;4205126300
000000000000830;CONV.DTU-245 FANTASI DECTEK;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;C.TEC 05/12/11;4245.088.440
000000000000831;CONV.DTU-225 FANTASI DECTEK;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;ESTA NA C.TEC 22/06/11;4225.333.678
000000000000832;300M CABO GEPCO23;PA;MT;0001;SEM CLASSIFICACAO;8544.49.00;;;;SAIU C.AMERICA FONSECA;16 PECAS DANFE 163
000000000000833;CONECTOR BNC 1855A;PA;PC;0001;SEM CLASSIFICACAO;8536.90.90;;;;SAIU C.AMERICA FONSECA;2.000 PECAS  DANFE 163
000000000000834;GUIA 3030078908 XICOM;PA;PC;0001;SEM CLASSIFICACAO;8540.89.90;;;;SAIU CASSIO BULLBA CARROS;DANFE 163
000000000000835;COMPONENTES PARA ANTENA;BN;KG;0001;SEM CLASSIFICACAO;8529.10.90;;;;;
000000000000836;COMPONENTES PARA PATOLAMENTO;BN;KG;0001;SEM CLASSIFICACAO;8529.10.90;;;;;
000000000000837;COAXIAL 4MM ANTEX 80% ANA;MC;MT;0001;SEM CLASSIFICACAO;8544.20.00;;;;;
000000000000838;COAXIAL 4MM AM;MC;MT;0001;SEM CLASSIFICACAO;8544.20.00;;;;;
000000000000839;FRAME VP2232-BK  ADC;PA;PC;0001;SEM CLASSIFICACAO;8517.62.13;;;;SAIU CINEMARK TAMBORE 29/06/11;227290262
000000000000840;CABOS  AUDIO E VIDEO & PATCH;PA;PC;0001;SEM CLASSIFICACAO;8544.59.00;;;;SAIU CINEMARK TAMBORE 29/06/11;SEM SERIAL
000000000000841;NOBREAK 9135 6KVA EATON;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;VIROU SUCATA 2019/09/08/19 (SUCATA);CD485A2013
000000000000842;NOBREAK 9135 6KVA EATON;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;VIROU SUCATA 2019/09/08/19 (SUCATA);CD485A2015
000000000000843;MULTIPLEXER TS9600-8 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8517.62.12;;;;SAIU MANUTENCAO 2019/21/10/19(TECSYS);AKFALE00009 DANFE 5595
000000000000844;PROPAGANDA E PUBLICIDADE, PROM;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;;
000000000000845;SERVICOS DE PROGRAMACAO VISUAL;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;;
000000000000846;ANALISE E DESENVOLVIMENTO DE S;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;;
000000000000847;PROGRAMACAO;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;;
000000000000848;ASSESSORIA E CONSULORIA EM INF;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;;
000000000000849;SUPORTE TECNICO EM INFORMATICA;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;;
000000000000850;SERVICOS DE PESQUISAS E DESENV;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;;
000000000000851;ANALISES, EXAMES, PESQUISAS, C;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;;
000000000000852;ASSESSORIA E CONSULTORIA DE QU;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;;
000000000000853;ADMINISTRACAO DE BENS E NEGOCI;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;;
Codigo;Descricao;Tipo;Unidade;Familia;Desc.Familia;Pos.IPI/NCM;Descr.Espec.;Materia Pri.;IPI de Pauta;Observacao;Serie
000000000000854;REPRESENTACAO DE QUALQUER NATU;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;;
000000000000855;ELEBORACAO DE PROGRAMAS DE COM;PA;PC;0001;SEM CLASSIFICACAO;.  .;;;;;
000000000000856;RECEPTOR UC-IRD+ UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU MARCELO/CHICAO 2019/14/11/19;PB38001210057
000000000000857;RECEPTOR UC-IRD+ UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU CINEMAS FLORIPA SHOP SC 17/12/12;PB38001210054
000000000000858;RECEPTOR UC-IRD+ UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU CINEMAS CINEP JUND SHOP SP 27/06/13;PB38001210063
000000000000859;RECEPTOR UC-IRD+ UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU CINE VOLTA REDONDA RJ 13/01/15;PB38001210068
000000000000860;RECEPTOR UC-IRD+ UPCOM (TROCOU;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;AVS TELECOM 08/07/11 ALEX  NAO VOLTA;PB38001210073 (1193 TROCOU)
000000000000861;RECEPTOR UC-IRD+ UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU MANUTENCAO 30/09/16 2016 OK;PB38001210074
000000000000862;RECEPTOR UC-IRD+ UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU C.26 PEDRO 14/03/16;PB38001210079
000000000000863;RECEPTOR UC-IRD+ UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU MANUTENCAO BETEL 30/01/17;PB38001210080
000000000000864;RECEPTOR UC-IRD+ UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU CINEMAS 713-ABC PLAZA SP 17/12/12;PB38001210083
000000000000865;RECEPTOR UC-IRD+ UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU MCR TESTE 10/01/2018(V.BETEL);PB38001210087
000000000000866;BISS SCRAMB TS9010 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8471.80.00;;;;SAIU SBT BELEM CASSIO 25/09/15;AKFATT00009 DANFE 5434
000000000000867;MULTIPLEXER TS9600-8 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8517.62.12;;;;SAIU C.38 2019/24/04/19(TIAGO);AKEALE00006 DANFE 5434
000000000000869;BISS SCRAMB TS9010 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8571.80.00;;;;ALM P3 03/08/16 OK;AKFATT00008 DANFE 5434
000000000000870;ATENUADORES BWN30W5+ MCL;PA;PC;0001;SEM CLASSIFICACAO;8529.90.90;;;;ESTA COM CASSIO;50 PECAS   3FOI P/ NATAL
000000000000871;MALA DE FERRAMENTAS;PA;PC;0001;SEM CLASSIFICACAO;8207.50.90;;;;SAIU C.AMERICA 04/07/11PIERRE;
000000000000872;PORTA 1,30X1,10X40 IMBRASAT;PA;PC;0001;SEM CLASSIFICACAO;3925.20.00;;;;SAIU C.AMERICA 04/07/11 PIERRE;4 VOLUMES
000000000000873;PORTA 2,10X90X40 IMBRASAT;PA;PC;0001;SEM CLASSIFICACAO;3925.20.00;;;;SAIU 04/07/11C.AMERICA PIERRE;2 VOLUMES
000000000000874;MONITOR BTS901Y PANASONIC;PA;PC;0001;SEM CLASSIFICACAO;8528.51.20;;;;SUBIU P/ALMIRANTE EM 17/07/14;KA5640169
000000000000875;RECEPTOR TS900S2 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU ALMIRANTE LUIZ CLAUDIO 20/06/12 L;LHEF00055
000000000000876;ENCODER HVE9100 NTT ELETRON;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;SAIU MANUTENCAO LINEUP 06/01/2021;E0904692
000000000000877;ENCODER HVE9100S NTT ELETRON;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;SAIU MANUTENCAO LINEUP 06/01/2021;E10061259
000000000000878;CCU TX50 SONY;PA;PC;0001;SEM CLASSIFICACAO;8529.90.90;;;;VENDIDA PARA IGREJA WANDER 29/01/16;121477(C)
000000000000879;CCU TX50 SONY;PA;PC;0001;SEM CLASSIFICACAO;8529.90.90;;;;SAIU C.02  RAFAEL 27/11/13;121469
000000000000880;CCU TX50 SONY;PA;PC;0001;SEM CLASSIFICACAO;8529.90.90;;;;VENDIDA IGREJA MUNDIAL WANDER 15/06/16;121473
000000000000881;CCU TX50 SONY;PA;PC;0001;SEM CLASSIFICACAO;8529.90.90;;;;SAIU BIG C.7 03/10/16 2016 OK;121477C
000000000000882;CAM DXC-D55WS SONY (3);PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;VENDIDA IGREJA MUNDIAL WANDER 15/06/16;100811
000000000000883;CAM DXC-D55WS SONY (6);PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;VENDIDA IGREJA MUNDIAL WANDER 21/03/16;100696 (NO CASE DA CAM 6)
000000000000884;CAM DXC-D55WS SONY (1);PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;VENDIDA IGREJA MUNDIAL WANDER 15/06/16;100502
000000000000885;CAM DXC-D55WS SONY (4);PA;PC;0001;SEM CLASSIFICACAO;8525.80.11;;;;VENDIDA WANDER 07/07/16;100659 C/CA120677
000000000000886;CABOS TRIAX;PA;PC;0001;SEM CLASSIFICACAO;8544.59.00;;;;SAIU APOIO MTV 21/06/13 KLEVERSON;
000000000000887;MESA UB1204-PRO BEHRINGER;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU PEPE GAGEO PANTANAL 03/07/17;NO312921159
000000000000888;TRIPE DMS 80 III DMS;PA;PC;0001;SEM CLASSIFICACAO;8529.90.90;;;;SAIU PEDRO PIMENTEL 23/08/2018;CBOL1935 REVISADO
000000000000889;PASSADEIRAS PARA CABOS;PA;PC;0001;SEM CLASSIFICACAO;8445.90.20;;;;RIO AES/ELETROPAULO 06/07/11;6 PECAS
000000000000890;MONITOR DT-V9L1DU JVC;PA;PC;0001;SEM CLASSIFICACAO;8528.49.29;;;;SAIU INVT. C.24 MANAUS 26/09/16 2016 OK;07590012
000000000000891;MONITOR DT-V9L3DY JVC;PA;PC;0001;SEM CLASSIFICACAO;8528.49.29;;;;SAIU C.31 KILKA 04/05/2018(ARGENTINA);07590015
000000000000892;MONITOR AUD VMQ-4 WOHLER;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU CARROS;90943
000000000000893;BOTONEIRA MCM800 FLORIPA;PA;PC;0001;SEM CLASSIFICACAO;8543.70.39;;;;SAIU CHITAO MCR 25/09/17;002671010011052
000000000000894;MONITOR TLS560HD-4 RUIGE;PA;PC;0001;SEM CLASSIFICACAO;8528.49.29;;;;SAIU C.36 C.AMERICA CHILE RAFA 15/05/15;LYRG090304
000000000000895;MONITOR DT-V17 L3D JVC;PA;PC;0001;SEM CLASSIFICACAO;8528.21.90;;;;SAIU MANUTENCAO RBR 17/06/2021;123E0068
000000000000896;ENCODER TS9090S TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;SUBIU P/ALMIRANTE EM 22/07/14;EFCM00063
000000000000897;ENCODER TS9090 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;SUBIU P/ALMIRANTE EM 22/07/14;FFCM00066
000000000000898;MODULADOR TS9500 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8517.61.43;;;;ALM P4 03/08/16 OK;FFDE00020
